timestamp_start,timestamp_end,keypoint_id,x_start,y_start,z_start,x_end,y_end,z_end,dx,dy,dz
10,15.0,6,134,249,-0.4937,194,230,-0.4427,60,-19,0.051
10,15.0,7,155,249,-0.253,206,233,-0.1044,51,-16,0.1486
10,15.0,8,133,254,-0.245,187,234,-0.2746,54,-20,-0.0296
10,15.0,9,148,258,-0.4487,207,240,-0.3397,59,-18,0.109
10,15.0,10,140,260,-0.4463,200,240,-0.3986,60,-20,0.0477
10,15.0,11,183,272,-0.0387,225,270,0.0828,42,-2,0.1215
10,15.0,12,130,298,-0.1757,160,265,-0.3075,30,-33,-0.1318
10,15.0,13,206,254,0.101,270,282,0.2008,64,28,0.0998
10,15.0,14,112,327,-0.4325,113,262,-0.7387,1,-65,-0.3062
10,15.0,15,222,233,0.1389,320,282,0.076,98,49,-0.0629
10,15.0,16,85,345,-0.8577,152,276,-1.2024,67,-69,-0.3447
10,15.0,17,232,223,0.1429,335,281,0.0618,103,58,-0.0811
10,15.0,18,71,354,-0.9254,163,278,-1.2978,92,-76,-0.3724
10,15.0,19,231,222,0.104,338,281,0.0015,107,59,-0.1025
10,15.0,20,68,352,-0.9756,167,274,-1.2587,99,-78,-0.2831
10,15.0,21,227,225,0.1214,332,282,0.0453,105,57,-0.0761
10,15.0,22,76,350,-0.8899,166,274,-1.1956,90,-76,-0.3057
10,15.0,23,196,374,0.0513,213,374,0.1284,17,0,0.0771
10,15.0,24,161,378,-0.0515,179,376,-0.1284,18,-2,-0.0769
10,15.0,25,216,437,0.1638,248,451,0.0249,32,14,-0.1389
10,15.0,26,147,440,-0.062,221,452,-0.3156,74,12,-0.2536
10,15.0,27,214,501,0.4271,224,497,0.5492,10,-4,0.1221
10,15.0,28,133,507,0.1427,239,485,0.1085,106,-22,-0.0342
10,15.0,29,210,512,0.4384,214,495,0.6025,4,-17,0.1641
10,15.0,30,137,518,0.1515,236,485,0.15,99,-33,-0.0015
10,15.0,31,234,513,0.2496,235,526,0.5092,1,13,0.2596
10,15.0,32,118,524,-0.0489,259,512,0.0032,141,-12,0.0521
11,16.0,0,252,344,-0.2441,164,322,-0.3087,-88,-22,-0.0646
